6.661975,0.184290,-1.732377,2.128404,3.587245,0.151859,-0.774167,0.415824,-0.138765,-0.056019,-0.261008,-0.074714,
7.930984,-1.079717,-2.900906,3.637605,4.719825,0.577701,-0.236815,-0.368972,0.035645,-0.369321,-0.121605,0.011197,
7.164349,-0.940290,-2.938521,3.616858,5.061870,1.406330,0.058594,-0.307755,-0.015586,-0.221224,-0.023473,0.030414,
6.677670,-1.002137,-3.471062,2.798325,4.715970,1.544731,0.538936,0.606768,0.263160,-0.316775,-0.231807,0.028920,
7.748991,-1.597862,-4.093072,3.004434,5.211905,2.090237,0.860571,0.547610,0.419027,-0.416707,-0.275450,0.025912,
10.772702,-3.527906,-4.425948,4.960127,4.786832,2.514514,0.935463,1.534382,0.187945,-0.553072,-0.281228,0.086411,
8.087251,-1.686281,-4.056413,3.347159,5.365818,2.416378,1.352702,0.959053,0.561655,-0.316167,-0.093955,0.110727,
9.693837,-2.644604,-4.646957,3.459455,5.002220,2.993362,0.836644,1.018601,0.423203,-0.224497,-0.156064,0.100675,
8.473244,-1.357059,-4.565323,2.879950,5.830349,2.713219,0.817787,0.350769,0.546420,-0.283511,-0.324528,-0.004752,
9.346642,-1.124299,-4.750694,2.947642,6.062237,2.994273,0.614363,0.043065,0.391602,-0.286474,-0.328966,-0.018240,
8.139330,-0.392430,-4.026192,2.569375,6.601575,3.708619,0.955902,0.208987,0.117479,-0.192761,-0.267204,0.019491,
9.279457,-0.869534,-3.437216,3.417704,6.779141,3.508592,0.956763,0.313452,0.434692,-0.123470,-0.232029,0.013779,
7.767744,-0.431869,-3.078193,4.157416,7.360644,3.241615,0.469536,0.231136,0.700285,0.223717,-0.192430,-0.025936,
7.844543,-0.487971,-3.152432,3.821861,7.064103,3.264362,0.629348,0.404345,0.534560,0.056449,-0.187225,0.024434,
7.246864,-0.203430,-3.092408,3.457963,6.710626,3.038372,0.922461,1.032339,0.332928,-0.084506,-0.251340,0.079517,
9.309562,-1.470848,-3.515391,3.696617,6.599060,2.970883,0.769878,0.435602,0.534555,-0.040041,-0.047113,0.106173,
9.802879,-1.438343,-4.042811,4.023245,7.064038,3.309663,0.210715,-0.094429,0.646820,0.331881,0.094432,0.089396,
7.558105,-0.618644,-3.305928,3.427477,7.561430,4.066297,0.584818,0.183972,0.332440,0.460144,0.131426,0.094392,
6.791995,-0.127366,-3.296484,3.216309,7.478515,3.784012,0.597733,0.415769,-0.035323,0.509674,0.103955,0.131015,
6.878573,-0.504601,-3.135568,3.168023,7.263787,3.637689,0.312449,0.517951,0.050574,0.416466,0.078241,0.114335,
7.400103,-0.574906,-3.535867,3.583573,7.390557,3.611328,0.653025,0.218406,0.238029,0.199014,0.055128,0.133956,
8.379408,-1.173936,-3.585235,4.123966,7.279781,3.221177,0.735387,-0.051729,0.441799,0.110636,0.158574,0.161777,
6.970816,-0.323563,-3.140316,3.723169,7.376469,3.354396,0.475644,0.444979,0.240510,0.329513,0.069405,0.150301,
6.638167,-0.097542,-2.334683,3.728803,7.101251,3.130483,0.197797,0.701892,0.171945,0.397079,0.054486,0.130037,
6.284379,0.663673,-1.718782,3.617743,6.671644,2.923120,0.029475,0.290308,0.181657,0.537884,0.103570,0.090540,
7.362962,0.442691,-2.500520,3.421265,6.999848,3.408243,0.459326,0.541258,0.403372,0.459794,0.018208,0.074418,
6.744449,0.449728,-2.308989,3.485960,6.970489,3.244858,0.549732,0.794795,0.100904,0.329327,-0.015716,0.131941,
5.676226,0.912121,-0.989929,3.322055,6.081817,3.121376,0.458697,0.356004,-0.004277,0.279483,0.147895,0.118123,
5.445311,0.920658,-1.031522,3.080350,6.086052,3.481971,0.507224,0.067259,-0.016149,0.338182,0.198145,0.094932,
6.815398,0.547191,-2.480461,3.297754,7.437447,3.861865,0.521441,0.483683,-0.064234,0.566374,0.099190,0.115266,
6.761139,0.673659,-2.598508,2.690319,6.872936,3.794550,0.545091,0.169819,-0.486955,0.428440,0.117579,0.098421,
7.056459,0.958138,-2.920342,1.962291,6.469796,4.060779,1.100519,0.363292,-0.750306,0.248251,0.092364,0.122140,
8.459535,0.393534,-3.586742,1.811809,7.084237,5.318907,1.692479,0.227606,-0.280726,0.243536,0.196871,0.109550,
7.679459,0.821119,-3.475103,1.940524,7.376911,5.276999,1.718510,0.445180,-0.507071,0.467419,0.285329,0.170775,
6.935594,1.233755,-2.616501,1.546118,6.173163,4.940214,2.301108,0.761018,-0.873506,0.306286,0.330871,0.200151,
6.001561,2.221855,-1.109101,0.861404,4.991597,5.696687,2.975652,0.271953,-0.492516,0.255871,0.419091,0.171873,
6.090012,2.389122,-0.793505,1.219060,5.457717,5.832715,2.381759,-0.100677,-0.079361,0.283232,0.547117,0.160823,
5.918918,2.367194,-0.810225,1.449855,5.939894,6.151650,2.434954,-0.075815,0.000997,0.457384,0.672537,0.190272,
6.406245,1.804573,-1.426146,1.815046,6.334694,5.933532,2.526727,0.203367,-0.281195,0.716064,0.690874,0.217027,
4.982213,1.811623,-0.722155,1.366477,5.283479,5.766391,2.725800,0.076182,-0.126754,0.732068,0.575207,0.212674,
5.043092,2.017307,-0.255004,1.856173,5.430713,5.538818,2.509108,0.194016,0.096151,0.653586,0.504494,0.179693,
5.477570,2.032951,-0.450130,2.312036,5.951389,5.112987,1.769864,0.067085,0.195070,0.561944,0.469352,0.116316,
5.390267,1.412525,-0.602472,2.954316,6.498546,5.106166,1.682405,0.051225,0.160870,0.791803,0.524389,0.143042,
5.875538,1.565969,-0.542094,3.436731,6.646871,4.497473,1.480882,0.619974,0.443738,0.671965,0.362181,0.142501,
4.438667,1.626247,0.283638,2.932205,5.619083,4.540253,1.738942,0.430192,0.479802,0.599014,0.340455,0.138521,
5.798229,1.158806,-0.807824,3.661157,6.945659,4.675940,1.836218,0.785100,0.183994,1.014172,0.474460,0.154924,
6.471748,1.085572,-1.365245,3.986166,7.709846,4.601784,1.484703,0.937557,0.392170,1.220635,0.533386,0.171739,
4.896588,1.584939,0.300703,4.008282,6.907748,4.493494,0.847900,0.145793,0.864829,1.021705,0.686725,0.132067,
3.960294,1.835486,1.001557,3.224338,5.245523,4.008058,1.444355,0.433176,0.588559,0.626604,0.552798,0.159018,
4.830675,1.715915,0.506387,3.820926,6.589292,4.675636,1.353799,0.425087,0.802150,0.780305,0.623188,0.173915,
5.625006,1.681675,-0.149054,3.724088,6.941876,4.811645,1.376118,0.302800,0.516678,0.916911,0.576875,0.146079,
5.343188,1.693970,-0.139674,3.240152,6.502671,5.011070,1.715545,0.303754,0.379559,0.760380,0.537079,0.157751,
